municipalidad;codigo_portal;anio;fecha_acta;descripcion;url_descarga;ruta_archivo;fuente_portal
Algarrobo;MU001;2025;2025-12-17;2025 Diciembre Actas Concejo Municipal Acta Sesión Ordinaria 36 17/12/2025 17/12/2025 Portal de Transparencia No No Aplica Acta Ordinaria Sesión de Concejo Municipal N°36 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQAn0ynacaI2Q4NfoKUrOPLMAWcIUa9cnP2_R6ljJEJMogs?e=mIv7sl&download=1;D:\trabajo max\algarrobo\2025\2025-12-17.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-12-10;2025 Diciembre Actas Concejo Municipal Acta Sesión Ordinaria 35 10/12/2025 10/12/2025 Portal de Transparencia No No Aplica Acta Ordinaria Sesión de Concejo Municipal N°35 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQDpSZeJMgUhQKNG1QHYJJsXAUGEzOHyZnoDVUhMT9ag2MQ?e=MhFbC4&download=1;D:\trabajo max\algarrobo\2025\2025-12-10.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-12-03;2025 Diciembre Actas Concejo Municipal Acta Sesión Ordinaria 34 03/12/2025 03/12/2025 Portal de Transparencia No No Aplica Acta Ordinaria Sesión de Concejo Municipal N°34 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQBZ7XTq8GD_T4cfrVMafv3BAc3Y0C41McMiGFcddbgVmWM?e=WFTdR2&download=1;D:\trabajo max\algarrobo\2025\2025-12-03.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-11-19;2025 Noviembre Actas Concejo Municipal Acta Sesión Ordinaria 33 19/11/2025 19/11/2025 Portal de Transparencia No No Aplica Acta Ordinaria Sesión de Concejo Municipal N°33 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQCml5Du9LKQTIaX-z7OMnZ0Abxw7JAhiF0hcojEf73r_mI?e=YTmbMM&download=1;D:\trabajo max\algarrobo\2025\2025-11-19.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-11-13;2025 Noviembre Actas Concejo Municipal Acta Sesión Ordinaria 32 13/11/2025 13/11/2025 Portal de Transparencia No No Aplica Acta Ordinaria Sesión de Concejo Municipal N°32 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQAH0x0U4ymOQbRqEE7o8RFnATeuGLCWWP4qnfLkR08-J1c?e=s8MMeM&download=1;D:\trabajo max\algarrobo\2025\2025-11-13.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-11-05;2025 Noviembre Actas Concejo Municipal Acta Sesión Ordinaria 31 05/11/2025 05/11/2025 Portal de Transparencia No No Aplica Acta Ordinaria Sesión de Concejo Municipal N°31 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQBd7u23TIifSbwQFSRMhufeAW8kddjcMlBZQikCHvOXB_0?e=38deNq&download=1;D:\trabajo max\algarrobo\2025\2025-11-05.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-10-15;2025 Octubre Actas Concejo Municipal Acta Sesión Ordinaria 30 15/10/2025 15/10/2025 Portal de Transparencia No No Aplica Acta Ordinaria Sesión de Concejo Municipal N°30 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQCfr8YaNirxRqCOcSeLi6lJAae-7L3rCIPOfA76agAp8fk?e=Yyyirh&download=1;D:\trabajo max\algarrobo\2025\2025-10-15.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-10-08;2025 Octubre Actas Concejo Municipal Acta Sesión Ordinaria 29 08/10/2025 08/10/2025 Portal de Transparencia No No Aplica Acta Ordinaria Sesión de Concejo Municipal N°29 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQCUBT1ZWsF4R60aFfvyGoqTAUGQG2KBWuMD_agI-kTQa9o?e=bPNeLX&download=1;D:\trabajo max\algarrobo\2025\2025-10-08.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-10-01;2025 Octubre Actas Concejo Municipal Acta Sesión Ordinaria 28 01/10/2025 01/10/2025 Portal de Transparencia No No Aplica Acta Ordinaria Sesión de Concejo Municipal N°28 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQDMd1O6eSEqRYtKVzp-yFSJAUiJKd8vP5RXL6TvNoJDGcs?e=laCkP4&download=1;D:\trabajo max\algarrobo\2025\2025-10-01.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-09-17;2025 Septiembre Actas Concejo Municipal Acta Sesión Ordinaria 27 17/09/2025 17/09/2025 Portal de Transparencia No No Aplica Acta Ordinaria Sesión de Concejo Municipal N°27 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQDQNlMMVIVBSJkInNhQncZnARdFyd4AEV7Me41m-Na8eG4?e=4Lng3R&download=1;D:\trabajo max\algarrobo\2025\2025-09-17.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-09-10;2025 Septiembre Actas Concejo Municipal Acta Sesión Ordinaria 26 10/09/2025 10/09/2025 Portal de Transparencia No No Aplica Acta Ordinaria Sesión de Concejo Municipal N°26 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQDz-_76VgR-QbvdvNOgJ6EEAYfZWzebZifUO2ECYYXY1MQ?e=aFiJqn&download=1;D:\trabajo max\algarrobo\2025\2025-09-10.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-09-03;2025 Septiembre Actas Concejo Municipal Acta Sesión Ordinaria 25 03/09/2025 03/09/2025 Portal de Transparencia No No Aplica Acta Ordinaria Sesión de Concejo Municipal N°25 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQD79t9oErNESLhRboY4a46OARfTZ8wYTB18KH5VMQ7AANI?e=LXDxuL&download=1;D:\trabajo max\algarrobo\2025\2025-09-03.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-08-20;2025 Agosto Actas Concejo Municipal Acta Sesión Ordinaria 24 20/08/2025 20/08/2025 Portal de Transparencia No No Aplica Acta Ordinaria Sesión de Concejo Municipal N°24 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQDrytcIxPTES5-frsz0k8e0AasBp9XfurU1rVL48xKwap8?e=VRP9vs&download=1;D:\trabajo max\algarrobo\2025\2025-08-20.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-08-13;2025 Agosto Actas Concejo Municipal Acta Sesión Ordinaria 23 13/08/2025 13/08/2025 Portal de Transparencia No No Aplica Acta Ordinaria Sesión de Concejo Municipal N°23 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQBr75ROmUUAR4GwUzbVbwaAARGmvPy6p-8Tp_8MSxTper0?e=q64m0A&download=1;D:\trabajo max\algarrobo\2025\2025-08-13.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-08-06;2025 Agosto Actas Concejo Municipal Acta Sesión Ordinaria 22 06/08/2025 06/08/2025 Portal de Transparencia No No Aplica Acta Ordinaria Sesión de Concejo Municipal N°22 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQDjIuD9R3e7Q5tOZtWZ9FdXAX_asxLigF8zv4gLf2nahwA?e=5tT3oA&download=1;D:\trabajo max\algarrobo\2025\2025-08-06.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-07-15;2025 Julio Actas Concejo Municipal Acta Sesión Ordinaria 21 15/07/2025 15/07/2025 Portal de Transparencia No No Aplica Acta Ordinaria Sesión de Concejo Municipal N°21 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQCm1MxrXSsRRKxAdbHDwus3Ae44Wx43eRaS3XOKDD5AM5Q?e=aXZARO&download=1;D:\trabajo max\algarrobo\2025\2025-07-15.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-07-09;2025 Julio Actas Concejo Municipal Acta Sesión Ordinaria 20 09/07/2025 09/07/2025 Portal de Transparencia No No Aplica Acta Ordinaria Sesión de Concejo Municipal N°20 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQDwJXLLa7m_QKd5_yXNMJjOATSweVFDCzQpT1SfvUnUINY?e=bsA4Pu&download=1;D:\trabajo max\algarrobo\2025\2025-07-09.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-07-02;2025 Julio Actas Concejo Municipal Acta Sesión Ordinaria 19 02/07/2025 02/07/2025 Portal de Transparencia No No Aplica Acta Ordinaria Sesión de Concejo Municipal N°19 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQDGCjPWX47FTbN5NSCPpI2qAXrx8toMnSsB0gjvWiPIjh8?e=btD3LS&download=1;D:\trabajo max\algarrobo\2025\2025-07-02.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-06-18;2025 Junio Actas Concejo Municipal Acta Sesión Ordinaria 18 18/06/2025 18/06/2025 Portal de Transparencia No No Aplica Acta Ordinaria Sesión de Concejo Municipal N°18 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQAcMvouym4DRZ5rCVdtTyMaAXBOd5lpMsLN9G4hYhWaOYs?e=7LZ02k&download=1;D:\trabajo max\algarrobo\2025\2025-06-18.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-06-11;2025 Junio Actas Concejo Municipal Acta Sesión Ordinaria 17 11/06/2025 01/07/2025 Portal de Transparencia No 11/06/2025 Acta Ordinaria Sesión de Concejo Municipal N°17 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/servidortransparencia_munialgarrobo_onmicrosoft_com/ES8anoOs5dxFvXkjTkyfYX0B-6LSL94W7lkIThOreZY8Sg?download=1;D:\trabajo max\algarrobo\2025\2025-06-11.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-06-04;2025 Junio Actas Concejo Municipal Acta Sesión Ordinaria 16 04/06/2025 01/07/2025 Portal de Transparencia No 04/06/2025 Acta Ordinaria Sesión de Concejo Municipal N°16 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/servidortransparencia_munialgarrobo_onmicrosoft_com/ETV5LNtYABVMtZAsMg4pJXkB1R_gbEA7cOwwWOf69u9F6Q?download=1;D:\trabajo max\algarrobo\2025\2025-06-04.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-05-20;2025 Mayo Actas Concejo Municipal Acta Sesión Ordinaria 15 20/05/2025 01/07/2025 Portal de Transparencia No 20/05/2025 Acta Ordinaria Sesión de Concejo Municipal N°15 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/servidortransparencia_munialgarrobo_onmicrosoft_com/EV9TFB-u1NNEqsYuX3aNDlEBjP2Sf_VOjGZvUZXImr8RTg?download=1;D:\trabajo max\algarrobo\2025\2025-05-20.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-05-14;2025 Mayo Actas Concejo Municipal Acta Sesión Ordinaria 14 14/05/2025 01/07/2025 Portal de Transparencia No 14/05/2025 Acta Ordinaria Sesión de Concejo Municipal N°14 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/servidortransparencia_munialgarrobo_onmicrosoft_com/EfoSVAUAh0ZFl7rTxc6RXJUBtW0Dkz2pvYRa6TPG3MTxew?download=1;D:\trabajo max\algarrobo\2025\2025-05-14.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-05-07;2025 Mayo Actas Concejo Municipal Acta Sesión Ordinaria 13 07/05/2025 01/07/2025 Portal de Transparencia No 07/05/2025 Acta Ordinaria Sesión de Concejo Municipal N°13 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/servidortransparencia_munialgarrobo_onmicrosoft_com/EXaN3oT7891KhYZEgHkDB8EB5QtECPvWH7qQpFx-4PWRhQ?download=1;D:\trabajo max\algarrobo\2025\2025-05-07.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-04-16;2025 Abril Actas Concejo Municipal Acta Sesión Ordinaria 12 16/04/2025 01/07/2025 Portal de Transparencia No 16/04/2025 Acta Ordinaria Sesión de Concejo Municipal N°12 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/servidortransparencia_munialgarrobo_onmicrosoft_com/EW_kBve_Ev9Is2qKgGgKW6UBABqPz7soR5G3Z_VVGQ22AA?download=1;D:\trabajo max\algarrobo\2025\2025-04-16.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-04-09;2025 Abril Actas Concejo Municipal Acta Sesión Ordinaria 11 09/04/2025 01/07/2025 Portal de Transparencia No 09/04/2025 Acta Ordinaria Sesión de Concejo Municipal N°11 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/servidortransparencia_munialgarrobo_onmicrosoft_com/EaMXkx9Om9xNjRgfZ6PRb3IBOO4aYc3ag5e0nvybGae32Q?download=1;D:\trabajo max\algarrobo\2025\2025-04-09.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-04-02;2025 Abril Actas Concejo Municipal Acta Sesión Ordinaria 10 02/04/2025 01/07/2025 Portal de Transparencia No 02/04/2025 Acta Ordinaria Sesión de Concejo Municipal N°10 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/servidortransparencia_munialgarrobo_onmicrosoft_com/EYhyOsN3zvhHlYtOZdDakq8BqatKb4w5Tu90HzE_IvKrmQ?download=1;D:\trabajo max\algarrobo\2025\2025-04-02.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-03-19;2025 Marzo Actas Concejo Municipal Acta Sesión Ordinaria 9 19/03/2025 04/06/2025 Portal de Transparencia No 19/03/2025 Acta Ordinaria Sesión de Concejo Municipal N°9 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/servidortransparencia_munialgarrobo_onmicrosoft_com/EWz27viUOXVDn1sBqqAS-WoBtoNzW3pkEl4LfKEAMyRsog?download=1;D:\trabajo max\algarrobo\2025\2025-03-19.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-03-12;2025 Marzo Actas Concejo Municipal Acta Sesión Ordinaria 8 12/03/2025 04/06/2025 Portal de Transparencia No 12/03/2025 Acta Ordinaria Sesión de Concejo Municipal N°8 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/servidortransparencia_munialgarrobo_onmicrosoft_com/EYO1M0uoFwpOo5jaJeYzoQIBTVP5wEHyG8BXnPUnu8yKPw?download=1;D:\trabajo max\algarrobo\2025\2025-03-12.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-03-05;2025 Marzo Actas Concejo Municipal Acta Sesión Ordinaria 7 05/03/2025 04/06/2025 Portal de Transparencia No 05/03/2025 Acta Ordinaria Sesión de Concejo Municipal N°7 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/servidortransparencia_munialgarrobo_onmicrosoft_com/ESNIvAI3jhtIjj7vtnOa5ccBDc3z2cOO7UupP2Ml8qECpA?download=1;D:\trabajo max\algarrobo\2025\2025-03-05.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-02-19;2025 Febrero Actas Concejo Municipal Acta Sesión Ordinaria 6 19/02/2025 04/06/2025 Portal de Transparencia No 19/02/2025 Acta Ordinaria Sesión de Concejo Municipal N°6 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/servidortransparencia_munialgarrobo_onmicrosoft_com/EQaXdwQfS1dIvSti9JNywhgBPQ2gs1ccXV36eo2Tt_cZQg?download=1;D:\trabajo max\algarrobo\2025\2025-02-19.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-02-12;2025 Febrero Actas Concejo Municipal Acta Sesión Ordinaria 5 12/02/2025 04/06/2025 Portal de Transparencia No 12/02/2025 Acta Ordinaria Sesión de Concejo Municipal N°5 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/servidortransparencia_munialgarrobo_onmicrosoft_com/EQw19CbMF6hDlOGqD3zD3LIB2d3F-1hZ2a3_JPg-8_yCcA?download=1;D:\trabajo max\algarrobo\2025\2025-02-12.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-02-05;2025 Febrero Actas Concejo Municipal Acta Sesión Ordinaria 4 05/02/2025 04/06/2025 Portal de Transparencia No 05/02/2025 Acta Ordinaria Sesión de Concejo Municipal N°4 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/servidortransparencia_munialgarrobo_onmicrosoft_com/EQkyrMP7fRlCu4A4Wi2pEMMBaEY7loKmltqYntiYvTkwrA?download=1;D:\trabajo max\algarrobo\2025\2025-02-05.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-01-25;2025 Enero Actas Concejo Municipal Acta Sesión Ordinaria 2 25/01/2025 04/06/2025 Portal de Transparencia No 25/01/2025 Acta Ordinaria Sesión de Concejo Municipal N°2 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/servidortransparencia_munialgarrobo_onmicrosoft_com/EcP8F0AtBrRAkE_2P3VNo2UBlyPs5jMYiwAQkswO114S8g?download=1;D:\trabajo max\algarrobo\2025\2025-01-25.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-01-22;2025 Enero Actas Concejo Municipal Acta Sesión Ordinaria 3 22/01/2025 04/06/2025 Portal de Transparencia No 22/01/2025 Acta Ordinaria Sesión de Concejo Municipal N°3 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/servidortransparencia_munialgarrobo_onmicrosoft_com/EdbEVJcAriJNiM3ny7bRCa8BLQJi2pEfzoFp7XrgGPa3aQ?download=1;D:\trabajo max\algarrobo\2025\2025-01-22.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-01-08;2025 Enero Actas Concejo Municipal Acta Sesión Ordinaria 1 08/01/2025 04/06/2025 Portal de Transparencia No 08/01/2025 Acta Ordinaria Sesión de Concejo Municipal N°1 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/servidortransparencia_munialgarrobo_onmicrosoft_com/ESmsQAZmmG5Om-0l8ely4osBgFHz_ouVaOAzIpTYbYnKWg?download=1;D:\trabajo max\algarrobo\2025\2025-01-08.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-12-31;2025 Diciembre Actas Concejo Municipal Acta Sesión Extraordinaria 16 31/12/2025 31/12/2025 Portal de Transparencia No No Aplica Acta Extraordinaria Sesión de Concejo Municipal N°16 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQCG9txKSZ-qQ5FCssTDO3hgAdrbjIZEpb2VsGHBlXwXUJs?e=M3ktQu&download=1;D:\trabajo max\algarrobo\2025\2025-12-31.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-12-26;2025 Diciembre Actas Concejo Municipal Acta Sesión Extraordinaria 15 26/12/2025 26/12/2025 Portal de Transparencia No No Aplica Acta Extraordinaria Sesión de Concejo Municipal N°15 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQC00oLG_GmfRKCb7O-2KJqvAcgiPGWkrVglV80ZuKHiRhU?e=75cD1V&download=1;D:\trabajo max\algarrobo\2025\2025-12-26.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-12-10;2025 Diciembre Actas Concejo Municipal Acta Sesión Extraordinaria 14 10/12/2025 10/12/2025 Portal de Transparencia No No Aplica Acta Extraordinaria Sesión de Concejo Municipal N°14 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQCpVfbB1iCBS7Rd53YsZbjRAYaj24cR7uUwczMaqfy762c?e=DvWTbZ&download=1;D:\trabajo max\algarrobo\2025\2025-12-10_1.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-11-24;2025 Noviembre Actas Concejo Municipal Acta Sesión Extraordinaria 13 24/11/2025 24/11/2025 Portal de Transparencia No No Aplica Acta Extraordinaria Sesión de Concejo Municipal N°13 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQB32WEOToyjRp3mXYV9APQ-ATFmRJx94YVGEFMhb69b7S0?e=ZIryfI&download=1;D:\trabajo max\algarrobo\2025\2025-11-24.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-11-10;2025 Noviembre Actas Concejo Municipal Acta Sesión Extraordinaria 12 10/11/2025 10/11/2025 Portal de Transparencia No No Aplica Acta Extraordinaria Sesión de Concejo Municipal N°12 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQBRoh5V12EIT7cle02acDlkAVvcnRdQAmj46IrIjZ0plNo?e=pFC6lO&download=1;D:\trabajo max\algarrobo\2025\2025-11-10.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-10-24;2025 Octubre Actas Concejo Municipal Acta Sesión Extraordinaria 11 24/10/2025 24/10/2025 Portal de Transparencia No No Aplica Acta Extraordinaria Sesión de Concejo Municipal N°11 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQBk8Ze-l4sgQ50fubCDv2mBASIqdHvQVJa31RLG3uE92vk?e=aDNfCg&download=1;D:\trabajo max\algarrobo\2025\2025-10-24.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-07-23;2025 Julio Actas Concejo Municipal Acta Sesión Extraordinaria 10 23/07/2025 23/07/2025 Portal de Transparencia No No Aplica Acta Extraordinaria Sesión de Concejo Municipal N°10 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQDf23DTygEKSajByBdWYnhlAf9sPL5x1F7q7da_OtSI21M?e=MtKuyN&download=1;D:\trabajo max\algarrobo\2025\2025-07-23.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-06-24;2025 Junio Actas Concejo Municipal Acta Sesión Extraordinaria 9 24/06/2025 24/06/2025 Portal de Transparencia No No Aplica Acta Extraordinaria Sesión de Concejo Municipal N°9 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQAlTZTi4GKjQbRxeDlv27GMAapy0PtNrHa_dPft0mv3hos?e=wLT06L&download=1;D:\trabajo max\algarrobo\2025\2025-06-24.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-04-25;2025 Abril Actas Concejo Municipal Acta Sesión Extraordinaria 8 25/04/2025 04/06/2025 Portal de Transparencia No No Aplica Acta Extraordinaria Sesión de Concejo Municipal N°8 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQC-GlpUqYA3S7CTgfp44YiVAYn_xUlA4dEzgYr2O-BUdnU?e=AH1en8&download=1;D:\trabajo max\algarrobo\2025\2025-04-25.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
Algarrobo;MU001;2025;2025-04-25;2025 Abril Actas Concejo Municipal Acta Sesión Extraordinaria 7 25/04/2025 04/06/2025 Portal de Transparencia No No Aplica Acta Extraordinaria Sesión de Concejo Municipal N°7 Enlace;https://munialgarrobo-my.sharepoint.com/:b:/g/personal/centraltransparencia_munialgarrobo_onmicrosoft_com/IQCKgDe6f4TOS5ckrGhMiazsAU8unXNJxP7_raOCzZLWdW0?e=K02GKG&download=1;D:\trabajo max\algarrobo\2025\2025-04-25_1.pdf;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=MU001
